Ticker,ABBOTINDIA.NS,COLPAL.NS,GILT5YBEES.NS,GOLDBEES.NS,ITC.NS,MCX.NS,RELIANCE.NS,SOLARINDS.NS,TRENT.NS
ABBOTINDIA.NS,1.0,0.16635601816322113,-0.025632160753493227,-0.0007965005776993064,0.16430206968637132,0.10656335222368633,0.1363846330593205,0.14150034343858311,0.16246813985451433
COLPAL.NS,0.16635601816322113,1.0,0.04579339432692076,-0.021193608382883283,0.2527719778494195,0.1518193341061766,0.15567844116327623,0.11782198712961467,0.23267027295008824
GILT5YBEES.NS,-0.025632160753493227,0.04579339432692076,1.0,0.021337055247946463,0.016534426148217905,0.024172505488015167,0.02422171824135147,0.016571198914053436,0.035348595389901
GOLDBEES.NS,-0.0007965005776993064,-0.021193608382883283,0.021337055247946463,1.0,0.024625483200220902,0.13695387274475002,-0.003330984724790497,0.05196005758648983,0.0290101175988455
ITC.NS,0.16430206968637132,0.2527719778494195,0.016534426148217905,0.024625483200220902,1.0,0.16704318968672996,0.3038264208337794,0.1586024761506777,0.22836583431232838
MCX.NS,0.10656335222368633,0.1518193341061766,0.024172505488015167,0.13695387274475002,0.16704318968672996,1.0,0.32326488061704206,0.20211488740506114,0.3049070604655647
RELIANCE.NS,0.1363846330593205,0.15567844116327623,0.02422171824135147,-0.003330984724790497,0.3038264208337794,0.32326488061704206,1.0,0.2078851335677721,0.328472368362029
SOLARINDS.NS,0.14150034343858311,0.11782198712961467,0.016571198914053436,0.05196005758648983,0.1586024761506777,0.20211488740506114,0.2078851335677721,1.0,0.222860979229363
TRENT.NS,0.16246813985451433,0.23267027295008824,0.035348595389901,0.0290101175988455,0.22836583431232838,0.3049070604655647,0.328472368362029,0.222860979229363,1.0
